seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
7,1,-4.25,40,-0.5708199739456177,-1.0,REINFORCE,0.001,0.9
7,2,-5.0,40,-0.5831448435783386,-1.0,REINFORCE,0.001,0.9
7,3,-6.349999904632568,40,-0.56525057554245,-1.0,REINFORCE,0.001,0.9
7,4,-4.849999904632568,40,-0.5358990430831909,-1.0,REINFORCE,0.001,0.9
7,5,-4.25,40,-0.5277184844017029,-1.0,REINFORCE,0.001,0.9
7,6,-5.600000381469727,40,-0.42321205139160156,-1.0,REINFORCE,0.001,0.9
7,7,-4.550000190734863,40,-0.5780636668205261,-1.0,REINFORCE,0.001,0.9
7,8,-5.149999618530273,40,-0.5516402721405029,-1.0,REINFORCE,0.001,0.9
7,9,-4.550000190734863,40,-0.5507246851921082,-1.0,REINFORCE,0.001,0.9
7,10,-4.849999904632568,40,-0.5491069555282593,-1.0,REINFORCE,0.001,0.9
7,11,-4.25,40,-0.5085741877555847,-1.0,REINFORCE,0.001,0.9
7,12,-3.950000047683716,40,-0.5175096988677979,-1.0,REINFORCE,0.001,0.9
7,13,-5.449999809265137,40,-0.5118570327758789,-1.0,REINFORCE,0.001,0.9
7,14,-4.25,40,-0.6070681810379028,-1.0,REINFORCE,0.001,0.9
7,15,-4.850000381469727,40,-0.532016932964325,-1.0,REINFORCE,0.001,0.9
7,16,-5.300000190734863,40,-0.5767890810966492,-1.0,REINFORCE,0.001,0.9
7,17,-4.550000190734863,40,-0.5471882224082947,-1.0,REINFORCE,0.001,0.9
7,18,-4.850000381469727,40,-0.611319899559021,-1.0,REINFORCE,0.001,0.9
7,19,-5.300000190734863,40,-0.5028924345970154,-1.0,REINFORCE,0.001,0.9
7,20,-5.449999809265137,40,-0.5695568323135376,-1.0,REINFORCE,0.001,0.9
7,21,-4.099999904632568,40,-0.5126785635948181,-1.0,REINFORCE,0.001,0.9
7,22,-4.399999618530273,40,-0.5509178638458252,-1.0,REINFORCE,0.001,0.9
7,23,-4.550000190734863,40,-0.581135094165802,-1.0,REINFORCE,0.001,0.9
7,24,-5.299999713897705,40,-0.5480071902275085,-1.0,REINFORCE,0.001,0.9
7,25,-5.599999904632568,40,-0.44272157549858093,-1.0,REINFORCE,0.001,0.9
7,26,-5.449999809265137,40,-0.4958486557006836,-1.0,REINFORCE,0.001,0.9
7,27,-4.099999904632568,40,-0.5579245090484619,-1.0,REINFORCE,0.001,0.9
7,28,3.4000000953674316,40,0.18668201565742493,-1.0,REINFORCE,0.001,0.9
7,29,-5.0,40,-0.5253509879112244,-1.0,REINFORCE,0.001,0.9
7,30,-4.849999904632568,40,-0.4883703291416168,-1.0,REINFORCE,0.001,0.9
7,31,-5.0,40,-0.4599538743495941,-1.0,REINFORCE,0.001,0.9
7,32,-4.25,40,-0.47518882155418396,-1.0,REINFORCE,0.001,0.9
7,33,-5.0,40,-0.5904256701469421,-1.0,REINFORCE,0.001,0.9
7,34,-5.449999809265137,40,-0.5605182647705078,-1.0,REINFORCE,0.001,0.9
7,35,-5.149999618530273,40,-0.5344198346138,-1.0,REINFORCE,0.001,0.9
7,36,-4.699999809265137,40,-0.4965263307094574,-1.0,REINFORCE,0.001,0.9
7,37,-5.0,40,-0.5414177179336548,-1.0,REINFORCE,0.001,0.9
7,38,-5.0,40,-0.4484774172306061,-1.0,REINFORCE,0.001,0.9
7,39,-4.699999809265137,40,-0.4899511933326721,-1.0,REINFORCE,0.001,0.9
7,40,-4.699999809265137,40,-0.46965667605400085,-1.0,REINFORCE,0.001,0.9
7,41,8.649999618530273,16,1.819272756576538,-1.0,REINFORCE,0.001,0.9
7,42,-5.449999809265137,40,-0.5221070647239685,-1.0,REINFORCE,0.001,0.9
7,43,-4.399999618530273,40,-0.5563463568687439,-1.0,REINFORCE,0.001,0.9
7,44,-3.9499998092651367,40,-0.6510906219482422,-1.0,REINFORCE,0.001,0.9
7,45,-8.899999618530273,40,-0.6156134009361267,-1.0,REINFORCE,0.001,0.9
7,46,-5.299999713897705,40,-0.4964783787727356,-1.0,REINFORCE,0.001,0.9
7,47,-5.449999809265137,40,-0.5210359692573547,-1.0,REINFORCE,0.001,0.9
7,48,-4.699999809265137,40,-0.48845115303993225,-1.0,REINFORCE,0.001,0.9
7,49,-5.450000286102295,40,-0.48232460021972656,-1.0,REINFORCE,0.001,0.9
7,50,-5.75,40,-0.4915115535259247,-1.0,REINFORCE,0.001,0.9
7,51,-4.849999904632568,40,-0.47649118304252625,-1.0,REINFORCE,0.001,0.9
7,52,-5.0,40,-0.5382168292999268,-1.0,REINFORCE,0.001,0.9
7,53,-4.699999809265137,40,-0.5602957606315613,-1.0,REINFORCE,0.001,0.9
7,54,-4.850000381469727,40,-0.5448759198188782,-1.0,REINFORCE,0.001,0.9
7,55,-5.0,40,-0.5786600112915039,-1.0,REINFORCE,0.001,0.9
7,56,-5.0,40,-0.563863217830658,-1.0,REINFORCE,0.001,0.9
7,57,-4.400000095367432,40,-0.6005776524543762,-1.0,REINFORCE,0.001,0.9
7,58,-5.75,40,-0.5419899821281433,-1.0,REINFORCE,0.001,0.9
7,59,-5.300000190734863,40,-0.6021970510482788,-1.0,REINFORCE,0.001,0.9
7,60,-5.0,40,-0.5315712690353394,-1.0,REINFORCE,0.001,0.9
7,61,-5.300000190734863,40,-0.5475674867630005,-1.0,REINFORCE,0.001,0.9
7,62,5.199999809265137,25,0.7527352571487427,-1.0,REINFORCE,0.001,0.9
7,63,-4.550000190734863,40,-0.6016644239425659,-1.0,REINFORCE,0.001,0.9
7,64,-7.099999904632568,40,-0.4717068374156952,-1.0,REINFORCE,0.001,0.9
7,65,-7.699999809265137,40,-0.47449371218681335,-1.0,REINFORCE,0.001,0.9
7,66,-4.400000095367432,40,-0.5693566203117371,-1.0,REINFORCE,0.001,0.9
7,67,-5.75,40,-0.5386826395988464,-1.0,REINFORCE,0.001,0.9
7,68,-4.550000190734863,40,-0.4349462687969208,-1.0,REINFORCE,0.001,0.9
7,69,-4.550000190734863,40,-0.4937562048435211,-1.0,REINFORCE,0.001,0.9
7,70,-5.0,40,-0.5113946795463562,-1.0,REINFORCE,0.001,0.9
7,71,-5.899999618530273,40,-0.4893287718296051,-1.0,REINFORCE,0.001,0.9
7,72,-4.850000381469727,40,-0.4268217980861664,-1.0,REINFORCE,0.001,0.9
7,73,-8.59999942779541,40,-0.4101031422615051,-1.0,REINFORCE,0.001,0.9
7,74,-4.699999809265137,40,-0.47770148515701294,-1.0,REINFORCE,0.001,0.9
7,75,-4.550000190734863,40,-0.5069831013679504,-1.0,REINFORCE,0.001,0.9
7,76,-4.550000190734863,40,-0.5730116963386536,-1.0,REINFORCE,0.001,0.9
7,77,-5.300000190734863,40,-0.5092092752456665,-1.0,REINFORCE,0.001,0.9
7,78,-5.0,40,-0.45411109924316406,-1.0,REINFORCE,0.001,0.9
7,79,-5.300000190734863,40,-0.5767039656639099,-1.0,REINFORCE,0.001,0.9
7,80,-4.849999904632568,40,-0.6021432280540466,-1.0,REINFORCE,0.001,0.9
7,81,-4.699999809265137,40,-0.5218467116355896,-1.0,REINFORCE,0.001,0.9
7,82,-4.849999904632568,40,-0.4651094377040863,-1.0,REINFORCE,0.001,0.9
7,83,-4.25,40,-0.5647352337837219,-1.0,REINFORCE,0.001,0.9
7,84,6.249999523162842,40,0.17034035921096802,-1.0,REINFORCE,0.001,0.9
7,85,-4.850000381469727,40,-0.5213495492935181,-1.0,REINFORCE,0.001,0.9
7,86,-4.550000190734863,40,-0.510033130645752,-1.0,REINFORCE,0.001,0.9
7,87,-4.850000381469727,40,-0.5538670420646667,-1.0,REINFORCE,0.001,0.9
7,88,-4.400000095367432,40,-0.5015324950218201,-1.0,REINFORCE,0.001,0.9
7,89,-7.249999523162842,40,-0.4429473876953125,-1.0,REINFORCE,0.001,0.9
7,90,-5.149999618530273,40,-0.5798158049583435,-1.0,REINFORCE,0.001,0.9
7,91,-5.299999713897705,40,-0.4059833586215973,-1.0,REINFORCE,0.001,0.9
7,92,-5.449999809265137,40,-0.5363172292709351,-1.0,REINFORCE,0.001,0.9
7,93,-4.25,40,-0.5041869282722473,-1.0,REINFORCE,0.001,0.9
7,94,7.650000095367432,27,0.6832872629165649,-1.0,REINFORCE,0.001,0.9
7,95,-5.300000190734863,40,-0.5372180938720703,-1.0,REINFORCE,0.001,0.9
7,96,-4.849999904632568,40,-0.6276493072509766,-1.0,REINFORCE,0.001,0.9
7,97,-5.299999713897705,40,-0.5048703551292419,-1.0,REINFORCE,0.001,0.9
7,98,-5.150000095367432,40,-0.5376958847045898,-1.0,REINFORCE,0.001,0.9
