seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
4,1,-4.849999904632568,40,-0.45127153396606445,-1.0,REINFORCE,0.1,0.99
4,2,-3.950000286102295,40,-0.41418448090553284,-1.0,REINFORCE,0.1,0.99
4,3,3.749999523162842,30,0.8912386894226074,-1.0,REINFORCE,0.1,0.99
4,4,5.0,32,0.9114334583282471,-1.0,REINFORCE,0.1,0.99
4,5,-7.100000381469727,40,-0.39656853675842285,-1.0,REINFORCE,0.1,0.99
4,6,2.6499996185302734,31,0.7070475816726685,-1.0,REINFORCE,0.1,0.99
4,7,8.34999942779541,16,2.0225625038146973,-1.0,REINFORCE,0.1,0.99
4,8,-4.850000381469727,40,-0.38286611437797546,-1.0,REINFORCE,0.1,0.99
4,9,3.799999713897705,35,0.7170324921607971,-1.0,REINFORCE,0.1,0.99
4,10,-4.550000190734863,40,-0.48187705874443054,-1.0,REINFORCE,0.1,0.99
4,11,-4.550000190734863,40,-0.4374580383300781,-1.0,REINFORCE,0.1,0.99
4,12,-4.550000190734863,40,-0.47433051466941833,-1.0,REINFORCE,0.1,0.99
4,13,5.699999809265137,27,1.0870221853256226,-1.0,REINFORCE,0.1,0.99
4,14,-5.600000381469727,40,-0.42334604263305664,-1.0,REINFORCE,0.1,0.99
4,15,2.4499998092651367,35,0.5540602803230286,-1.0,REINFORCE,0.1,0.99
4,16,-6.050000190734863,40,-0.614802360534668,-1.0,REINFORCE,0.1,0.99
4,17,4.650000095367432,18,1.5413719415664673,-1.0,REINFORCE,0.1,0.99
4,18,-6.199999809265137,40,-0.389315664768219,-1.0,REINFORCE,0.1,0.99
4,19,-5.449999809265137,40,-0.4068501889705658,-1.0,REINFORCE,0.1,0.99
4,20,-10.100000381469727,40,-0.411200612783432,-1.0,REINFORCE,0.1,0.99
4,21,-4.400000095367432,40,-0.4562137722969055,-1.0,REINFORCE,0.1,0.99
4,22,8.649999618530273,19,1.5237889289855957,-1.0,REINFORCE,0.1,0.99
4,23,6.350000381469727,32,0.8246593475341797,-1.0,REINFORCE,0.1,0.99
4,24,7.149999618530273,31,0.9294319152832031,-1.0,REINFORCE,0.1,0.99
4,25,-5.75,40,-0.3851867616176605,-1.0,REINFORCE,0.1,0.99
4,26,-12.050000190734863,40,-0.5648519396781921,-1.0,REINFORCE,0.1,0.99
4,27,7.250000476837158,23,1.2449074983596802,-1.0,REINFORCE,0.1,0.99
4,28,6.59999942779541,21,1.4899330139160156,-1.0,REINFORCE,0.1,0.99
4,29,7.75,19,1.5369641780853271,-1.0,REINFORCE,0.1,0.99
