seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
2,1,-5.449999809265137,40,0.0,-1.0,DQN,0.1,0.9
2,2,-5.900000095367432,40,0.0,-1.0,DQN,0.1,0.9
2,3,-4.400000095367432,40,0.15553075075149536,-1.0,DQN,0.1,0.9
2,4,-5.149999618530273,40,0.038238707929849625,-1.0,DQN,0.1,0.9
2,5,-6.049999713897705,40,0.03816278278827667,-1.0,DQN,0.1,0.9
2,6,-6.199999809265137,40,0.00803866982460022,-1.0,DQN,0.1,0.9
2,7,-3.950000047683716,40,0.03424081578850746,-1.0,DQN,0.1,0.9
2,8,-4.549999713897705,40,0.033159542828798294,-1.0,DQN,0.1,0.9
2,9,-4.25,40,0.007679223548620939,-1.0,DQN,0.1,0.9
2,10,8.34999942779541,19,0.005316426977515221,-1.0,DQN,0.1,0.9
2,11,-4.099999904632568,40,0.0328848622739315,-1.0,DQN,0.1,0.9
2,12,-4.550000190734863,40,0.8890669345855713,-1.0,DQN,0.1,0.9
2,13,6.850000381469727,31,0.006904177367687225,-1.0,DQN,0.1,0.9
2,14,-5.150000095367432,40,0.006334627978503704,-1.0,DQN,0.1,0.9
2,15,3.2499992847442627,28,0.006170826964080334,-1.0,DQN,0.1,0.9
2,16,4.900000095367432,31,0.818429708480835,-1.0,DQN,0.1,0.9
2,17,-6.5,40,1.6223746538162231,-1.0,DQN,0.1,0.9
2,18,5.650000095367432,37,0.019604818895459175,-1.0,DQN,0.1,0.9
2,19,-5.449999809265137,40,1.5117708444595337,-1.0,DQN,0.1,0.9
2,20,8.149999618530273,20,0.7659264802932739,-1.0,DQN,0.1,0.9
2,21,-4.700000286102295,40,0.10115847736597061,-1.0,DQN,0.1,0.9
2,22,-5.299999713897705,40,1.379974126815796,-1.0,DQN,0.1,0.9
2,23,-3.5,40,1.299981713294983,-1.0,DQN,0.1,0.9
2,24,1.5999999046325684,31,0.6737902760505676,-1.0,DQN,0.1,0.9
2,25,6.599998950958252,18,0.7227315902709961,-1.0,DQN,0.1,0.9
2,26,6.69999885559082,22,0.10076472163200378,-1.0,DQN,0.1,0.9
2,27,1.5999994277954102,28,1.2944650650024414,-1.0,DQN,0.1,0.9
2,28,-4.25,40,0.0648786798119545,-1.0,DQN,0.1,0.9
2,29,-8.300000190734863,40,1.363148808479309,-1.0,DQN,0.1,0.9
2,30,6.150000095367432,33,0.6699017882347107,-1.0,DQN,0.1,0.9
2,31,-8.0,40,0.6645781993865967,-1.0,DQN,0.1,0.9
2,32,-4.099999904632568,40,0.25992661714553833,-1.0,DQN,0.1,0.9
2,33,-4.400000095367432,40,1.18416428565979,-1.0,DQN,0.1,0.9
2,34,-6.349999904632568,40,2.133392333984375,-1.0,DQN,0.1,0.9
2,35,6.100000381469727,19,1.0176805257797241,-1.0,DQN,0.1,0.9
2,36,-3.6500000953674316,40,0.8883090019226074,-1.0,DQN,0.1,0.9
2,37,-8.149999618530273,40,0.5561528205871582,-1.0,DQN,0.1,0.9
2,38,-5.899999618530273,40,0.9782088994979858,-1.0,DQN,0.1,0.9
