seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s
1,REINFORCE,0.1,0.99,8.26924991607666,0.9699999690055847,GPU,['cuda:0'],stochastic,11.494999885559082,179.29735297300067
1,REINFORCE,0.1,0.99,9.649999618530273,1.0,GPU,['cuda:0'],greedy,8.0,179.29735297300067
