seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s
9,DQN,0.001,0.99,-2.0,0.0,GPU,['cuda:0'],greedy,40.0,333.28193821499735
