seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
8,1,-4.699999809265137,40,0.0,-1.0,DQN,0.01,0.9
8,2,3.249999761581421,28,0.0,-1.0,DQN,0.01,0.9
8,3,6.199999809265137,23,0.0,-1.0,DQN,0.01,0.9
8,4,-5.150000095367432,40,1.6073004007339478,-1.0,DQN,0.01,0.9
8,5,8.34999942779541,16,0.7731966972351074,-1.0,DQN,0.01,0.9
8,6,-5.300000190734863,40,0.0894891768693924,-1.0,DQN,0.01,0.9
8,7,-3.950000047683716,40,1.5037639141082764,-1.0,DQN,0.01,0.9
8,8,-5.599999904632568,40,2.1120293140411377,-1.0,DQN,0.01,0.9
8,9,-5.0,40,0.07534723728895187,-1.0,DQN,0.01,0.9
8,10,-5.0,40,1.3941795825958252,-1.0,DQN,0.01,0.9
8,11,-5.900000095367432,40,1.3707470893859863,-1.0,DQN,0.01,0.9
8,12,-9.800000190734863,40,0.24728146195411682,-1.0,DQN,0.01,0.9
8,13,-6.050000190734863,40,1.9569579362869263,-1.0,DQN,0.01,0.9
8,14,5.9499993324279785,34,0.7597616314888,-1.0,DQN,0.01,0.9
8,15,-4.400000095367432,40,0.20334094762802124,-1.0,DQN,0.01,0.9
8,16,6.049999713897705,35,1.8839795589447021,-1.0,DQN,0.01,0.9
8,17,2.65000057220459,34,0.11525822430849075,-1.0,DQN,0.01,0.9
8,18,7.950000286102295,27,0.7116218209266663,-1.0,DQN,0.01,0.9
8,19,-4.700000286102295,40,0.7472053170204163,-1.0,DQN,0.01,0.9
8,20,-4.100000381469727,40,1.2630202770233154,-1.0,DQN,0.01,0.9
8,21,-6.050000190734863,40,0.6710347533226013,-1.0,DQN,0.01,0.9
8,22,-4.700000286102295,40,0.10736431926488876,-1.0,DQN,0.01,0.9
8,23,-4.699999809265137,40,0.12689456343650818,-1.0,DQN,0.01,0.9
8,24,-5.600000381469727,40,0.07601848989725113,-1.0,DQN,0.01,0.9
8,25,8.649999618530273,16,1.1804710626602173,-1.0,DQN,0.01,0.9
8,26,0.3499993085861206,26,1.2035319805145264,-1.0,DQN,0.01,0.9
8,27,4.299999237060547,37,3.2667629718780518,-1.0,DQN,0.01,0.9
8,28,-4.550000190734863,40,0.6941515207290649,-1.0,DQN,0.01,0.9
8,29,6.150000095367432,33,0.60738205909729,-1.0,DQN,0.01,0.9
8,30,4.150000095367432,25,1.180464744567871,-1.0,DQN,0.01,0.9
8,31,5.800000190734863,25,1.823360562324524,-1.0,DQN,0.01,0.9
8,32,6.799999713897705,14,0.7564350366592407,-1.0,DQN,0.01,0.9
8,33,7.549999237060547,29,0.6568132042884827,-1.0,DQN,0.01,0.9
8,34,-8.300000190734863,40,0.5579755306243896,-1.0,DQN,0.01,0.9
8,35,7.950000286102295,24,2.20804762840271,-1.0,DQN,0.01,0.9
8,36,8.049999237060547,25,1.5346148014068604,-1.0,DQN,0.01,0.9
8,37,7.84999942779541,23,0.6387391090393066,-1.0,DQN,0.01,0.9
8,38,4.300000190734863,37,0.5970088243484497,-1.0,DQN,0.01,0.9
8,39,8.649999618530273,19,2.1732466220855713,-1.0,DQN,0.01,0.9
8,40,-6.5,40,1.7669228315353394,-1.0,DQN,0.01,0.9
8,41,-6.949999809265137,40,0.7240265011787415,-1.0,DQN,0.01,0.9
8,42,-6.5,40,2.0457587242126465,-1.0,DQN,0.01,0.9
8,43,6.000000476837158,18,2.242324113845825,-1.0,DQN,0.01,0.9
8,44,-8.149999618530273,40,0.4322456121444702,-1.0,DQN,0.01,0.9
8,45,8.05000114440918,22,0.9158047437667847,-1.0,DQN,0.01,0.9
8,46,-6.199999809265137,40,0.6432933807373047,-1.0,DQN,0.01,0.9
8,47,5.899999618530273,20,1.0950959920883179,-1.0,DQN,0.01,0.9
8,48,8.649999618530273,16,0.22927051782608032,-1.0,DQN,0.01,0.9
8,49,8.550000190734863,21,0.5389242768287659,-1.0,DQN,0.01,0.9
8,50,8.84999942779541,15,0.6073314547538757,-1.0,DQN,0.01,0.9
8,51,5.100000381469727,33,0.9214874505996704,-1.0,DQN,0.01,0.9
8,52,-6.650000095367432,40,1.292508602142334,-1.0,DQN,0.01,0.9
8,53,3.950000047683716,23,1.4105255603790283,-1.0,DQN,0.01,0.9
8,54,9.15000057220459,12,0.6264532208442688,-1.0,DQN,0.01,0.9
8,55,1.8500003814697266,35,0.8000091910362244,-1.0,DQN,0.01,0.9
8,56,-5.600000381469727,40,0.23614990711212158,-1.0,DQN,0.01,0.9
8,57,9.649999618530273,8,1.6315864324569702,-1.0,DQN,0.01,0.9
8,58,3.6499996185302734,26,0.5338057279586792,-1.0,DQN,0.01,0.9
8,59,3.3000001907348633,36,0.7439357042312622,-1.0,DQN,0.01,0.9
8,60,3.3000001907348633,36,1.2313554286956787,-1.0,DQN,0.01,0.9
8,61,9.25,13,1.4941259622573853,-1.0,DQN,0.01,0.9
8,62,8.84999942779541,18,1.6559429168701172,-1.0,DQN,0.01,0.9
8,63,0.19999980926513672,38,2.88769268989563,-1.0,DQN,0.01,0.9
8,64,-9.350000381469727,40,0.41830357909202576,-1.0,DQN,0.01,0.9
8,65,9.149999618530273,12,0.9581568241119385,-1.0,DQN,0.01,0.9
8,66,7.949999809265137,18,1.1855394840240479,-1.0,DQN,0.01,0.9
8,67,-3.1499996185302734,39,0.40609973669052124,-1.0,DQN,0.01,0.9
8,68,-9.350000381469727,40,0.3216385543346405,-1.0,DQN,0.01,0.9
8,69,7.100000381469727,14,0.15594220161437988,-1.0,DQN,0.01,0.9
8,70,6.050000190734863,29,1.5475870370864868,-1.0,DQN,0.01,0.9
8,71,-9.05000114440918,40,0.5959824919700623,-1.0,DQN,0.01,0.9
8,72,5.949999809265137,34,0.8471275568008423,-1.0,DQN,0.01,0.9
8,73,9.050000190734863,14,0.9489096403121948,-1.0,DQN,0.01,0.9
8,74,4.25,20,2.5038068294525146,-1.0,DQN,0.01,0.9
8,75,9.449999809265137,9,0.6517743468284607,-1.0,DQN,0.01,0.9
8,76,6.1999993324279785,17,1.8112919330596924,-1.0,DQN,0.01,0.9
8,77,-6.350000381469727,40,1.3436203002929688,-1.0,DQN,0.01,0.9
8,78,-9.800000190734863,40,0.6443917751312256,-1.0,DQN,0.01,0.9
8,79,-8.149999618530273,40,1.312367558479309,-1.0,DQN,0.01,0.9
8,80,7.050000190734863,24,0.5564258098602295,-1.0,DQN,0.01,0.9
8,81,8.25,15,0.12308881431818008,-1.0,DQN,0.01,0.9
8,82,4.950000762939453,39,2.0018181800842285,-1.0,DQN,0.01,0.9
8,83,-6.5,40,1.7021031379699707,-1.0,DQN,0.01,0.9
8,84,-6.5,40,0.3059612512588501,-1.0,DQN,0.01,0.9
8,85,7.749999523162842,22,1.1551108360290527,-1.0,DQN,0.01,0.9
8,86,6.25,31,1.5092658996582031,-1.0,DQN,0.01,0.9
8,87,4.650000095367432,33,1.4792041778564453,-1.0,DQN,0.01,0.9
8,88,-7.400000095367432,40,1.2837823629379272,-1.0,DQN,0.01,0.9
8,89,9.649999618530273,8,1.101279377937317,-1.0,DQN,0.01,0.9
8,90,4.65000057220459,36,1.5772672891616821,-1.0,DQN,0.01,0.9
8,91,5.600000381469727,20,0.9412294626235962,-1.0,DQN,0.01,0.9
8,92,5.600000381469727,20,1.0872339010238647,-1.0,DQN,0.01,0.9
8,93,-6.650000095367432,40,1.3331760168075562,-1.0,DQN,0.01,0.9
8,94,9.649999618530273,8,1.5335955619812012,-1.0,DQN,0.01,0.9
8,95,7.749999046325684,22,1.295228123664856,-1.0,DQN,0.01,0.9
8,96,7.450000762939453,22,0.9620338678359985,-1.0,DQN,0.01,0.9
8,97,5.5,19,1.3139100074768066,-1.0,DQN,0.01,0.9
8,98,9.649999618530273,8,1.3044135570526123,-1.0,DQN,0.01,0.9
8,99,9.44999885559082,9,1.5582433938980103,-1.0,DQN,0.01,0.9
8,100,-8.0,40,1.649493932723999,-1.0,DQN,0.01,0.9
8,101,-10.550000190734863,40,0.9272346496582031,-1.0,DQN,0.01,0.9
8,102,9.649999618530273,8,1.7119812965393066,-1.0,DQN,0.01,0.9
8,103,9.649999618530273,8,1.5494822263717651,-1.0,DQN,0.01,0.9
8,104,9.649999618530273,8,2.0129213333129883,-1.0,DQN,0.01,0.9
8,105,9.649999618530273,8,1.258142113685608,-1.0,DQN,0.01,0.9
8,106,4.100000381469727,26,1.0593364238739014,-1.0,DQN,0.01,0.9
8,107,1.0500001907348633,33,1.217450499534607,-1.0,DQN,0.01,0.9
8,108,9.44999885559082,9,1.0501666069030762,-1.0,DQN,0.01,0.9
8,109,5.250000953674316,30,1.312005877494812,-1.0,DQN,0.01,0.9
8,110,9.649999618530273,8,1.2336527109146118,-1.0,DQN,0.01,0.9
8,111,9.649999618530273,8,1.3533622026443481,-1.0,DQN,0.01,0.9
8,112,9.649999618530273,8,0.8862714767456055,-1.0,DQN,0.01,0.9
8,113,9.44999885559082,9,1.0511796474456787,-1.0,DQN,0.01,0.9
8,114,9.549999237060547,10,1.131212592124939,-1.0,DQN,0.01,0.9
8,115,9.649999618530273,8,1.3125827312469482,-1.0,DQN,0.01,0.9
8,116,4.449999809265137,34,1.5169612169265747,-1.0,DQN,0.01,0.9
8,117,9.649999618530273,8,0.8688779473304749,-1.0,DQN,0.01,0.9
8,118,9.649999618530273,8,1.4078701734542847,-1.0,DQN,0.01,0.9
8,119,7.15000057220459,22,1.4957218170166016,-1.0,DQN,0.01,0.9
8,120,-10.549999237060547,40,1.0342395305633545,-1.0,DQN,0.01,0.9
8,121,4.850000858306885,32,1.344230055809021,-1.0,DQN,0.01,0.9
8,122,-6.800000190734863,40,1.5861164331436157,-1.0,DQN,0.01,0.9
8,123,-7.699999809265137,40,1.7612202167510986,-1.0,DQN,0.01,0.9
8,124,-8.0,40,0.9508304595947266,-1.0,DQN,0.01,0.9
8,125,-7.699999809265137,40,1.413353443145752,-1.0,DQN,0.01,0.9
8,126,-7.400000095367432,40,1.0036009550094604,-1.0,DQN,0.01,0.9
8,127,-8.450000762939453,40,0.5590340495109558,-1.0,DQN,0.01,0.9
8,128,-8.0,40,0.9874672889709473,-1.0,DQN,0.01,0.9
8,129,9.649999618530273,8,1.7638144493103027,-1.0,DQN,0.01,0.9
8,130,9.649999618530273,8,1.1452596187591553,-1.0,DQN,0.01,0.9
8,131,-8.300000190734863,40,1.585646629333496,-1.0,DQN,0.01,0.9
8,132,2.900001049041748,32,1.155319333076477,-1.0,DQN,0.01,0.9
8,133,-1.9999995231628418,40,0.7304423451423645,-1.0,DQN,0.01,0.9
8,134,9.649999618530273,8,1.5236939191818237,-1.0,DQN,0.01,0.9
8,135,7.550000190734863,20,0.40216225385665894,-1.0,DQN,0.01,0.9
8,136,9.350000381469727,11,1.4267971515655518,-1.0,DQN,0.01,0.9
8,137,8.449999809265137,14,1.342895269393921,-1.0,DQN,0.01,0.9
8,138,-8.449999809265137,40,0.8163039088249207,-1.0,DQN,0.01,0.9
8,139,0.35000014305114746,38,1.0511857271194458,-1.0,DQN,0.01,0.9
8,140,3.8000006675720215,29,1.2875901460647583,-1.0,DQN,0.01,0.9
8,141,9.549999237060547,10,1.4025299549102783,-1.0,DQN,0.01,0.9
8,142,-7.100000381469727,40,1.312204360961914,-1.0,DQN,0.01,0.9
8,143,4.950000286102295,33,1.0463733673095703,-1.0,DQN,0.01,0.9
