seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
5,1,-5.300000190734863,40,0.0,-1.0,DQN,0.01,0.9
5,2,-5.150000095367432,40,0.0,-1.0,DQN,0.01,0.9
5,3,-5.300000190734863,40,0.022732459008693695,-1.0,DQN,0.01,0.9
5,4,-4.100000381469727,40,0.014007952995598316,-1.0,DQN,0.01,0.9
5,5,-4.699999809265137,40,0.013748807832598686,-1.0,DQN,0.01,0.9
5,6,-5.899999618530273,40,0.015340927988290787,-1.0,DQN,0.01,0.9
5,7,-5.449999809265137,40,0.012597879394888878,-1.0,DQN,0.01,0.9
5,8,-4.100000381469727,40,0.008834091946482658,-1.0,DQN,0.01,0.9
5,9,-5.75,40,0.017245810478925705,-1.0,DQN,0.01,0.9
5,10,-6.799999713897705,40,0.010157289914786816,-1.0,DQN,0.01,0.9
5,11,-4.699999809265137,40,0.017045028507709503,-1.0,DQN,0.01,0.9
5,12,2.0500004291534424,40,0.06943812221288681,-1.0,DQN,0.01,0.9
5,13,-3.6500000953674316,40,0.8449112772941589,-1.0,DQN,0.01,0.9
5,14,-3.5,40,0.009923446923494339,-1.0,DQN,0.01,0.9
5,15,-9.649999618530273,40,0.03818165510892868,-1.0,DQN,0.01,0.9
5,16,-5.149999618530273,40,0.04373450577259064,-1.0,DQN,0.01,0.9
5,17,-5.149999618530273,40,1.5849521160125732,-1.0,DQN,0.01,0.9
5,18,-5.75,40,0.06799263507127762,-1.0,DQN,0.01,0.9
5,19,3.6999998092651367,34,0.7986412048339844,-1.0,DQN,0.01,0.9
5,20,-5.449999809265137,40,0.78580641746521,-1.0,DQN,0.01,0.9
5,21,4.65000057220459,39,0.09354902803897858,-1.0,DQN,0.01,0.9
5,22,-5.599999904632568,40,0.06771820783615112,-1.0,DQN,0.01,0.9
5,23,-4.550000190734863,40,0.01339420210570097,-1.0,DQN,0.01,0.9
5,24,-14.299999237060547,40,0.03529047220945358,-1.0,DQN,0.01,0.9
5,25,-5.449999809265137,40,0.09420950710773468,-1.0,DQN,0.01,0.9
5,26,-5.150000095367432,40,0.035780712962150574,-1.0,DQN,0.01,0.9
5,27,-4.699999809265137,40,0.037925396114587784,-1.0,DQN,0.01,0.9
5,28,5.800000190734863,19,0.813029944896698,-1.0,DQN,0.01,0.9
5,29,-4.399999618530273,40,0.11677579581737518,-1.0,DQN,0.01,0.9
5,30,-9.799999237060547,40,0.09695113450288773,-1.0,DQN,0.01,0.9
5,31,-4.849999904632568,40,0.062229983508586884,-1.0,DQN,0.01,0.9
5,32,-5.0,40,0.8153951168060303,-1.0,DQN,0.01,0.9
5,33,8.84999942779541,15,0.06479926407337189,-1.0,DQN,0.01,0.9
5,34,5.799999713897705,28,0.8194703459739685,-1.0,DQN,0.01,0.9
5,35,0.5999999046325684,33,0.04502179101109505,-1.0,DQN,0.01,0.9
5,36,4.149999618530273,25,0.0906648188829422,-1.0,DQN,0.01,0.9
5,37,-17.149999618530273,40,0.09424986690282822,-1.0,DQN,0.01,0.9
5,38,6.9499993324279785,38,2.4543094635009766,-1.0,DQN,0.01,0.9
5,39,-4.399999618530273,40,0.011558210477232933,-1.0,DQN,0.01,0.9
5,40,8.65000057220459,13,0.07360909134149551,-1.0,DQN,0.01,0.9
5,41,-2.0500001907348633,38,1.5863211154937744,-1.0,DQN,0.01,0.9
5,42,7.84999942779541,26,0.836456298828125,-1.0,DQN,0.01,0.9
5,43,6.549999713897705,28,0.09143225848674774,-1.0,DQN,0.01,0.9
5,44,6.59999942779541,21,0.13132652640342712,-1.0,DQN,0.01,0.9
5,45,9.34999942779541,11,1.6580544710159302,-1.0,DQN,0.01,0.9
5,46,-5.75,40,0.8395085334777832,-1.0,DQN,0.01,0.9
5,47,3.400001049041748,34,0.14983688294887543,-1.0,DQN,0.01,0.9
5,48,7.699999809265137,8,0.8958780169487,-1.0,DQN,0.01,0.9
5,49,5.899999618530273,20,0.8298506736755371,-1.0,DQN,0.01,0.9
5,50,8.649999618530273,19,1.527862548828125,-1.0,DQN,0.01,0.9
5,51,-6.199999809265137,40,1.5964584350585938,-1.0,DQN,0.01,0.9
5,52,-5.900000095367432,40,0.8016236424446106,-1.0,DQN,0.01,0.9
5,53,6.15000057220459,33,1.5830392837524414,-1.0,DQN,0.01,0.9
5,54,7.499999523162842,9,1.4986315965652466,-1.0,DQN,0.01,0.9
5,55,-6.649999618530273,40,2.1701788902282715,-1.0,DQN,0.01,0.9
5,56,-5.75,40,0.7536759376525879,-1.0,DQN,0.01,0.9
5,57,-6.349999904632568,40,0.7960891723632812,-1.0,DQN,0.01,0.9
5,58,-5.900000095367432,40,3.9790868759155273,-1.0,DQN,0.01,0.9
5,59,-7.25,40,0.17953158915042877,-1.0,DQN,0.01,0.9
5,60,-6.650000095367432,40,0.8434540629386902,-1.0,DQN,0.01,0.9
5,61,5.75,29,0.08470341563224792,-1.0,DQN,0.01,0.9
5,62,7.59999942779541,10,0.7503113746643066,-1.0,DQN,0.01,0.9
5,63,9.34999942779541,11,0.692585825920105,-1.0,DQN,0.01,0.9
5,64,3.5500006675720215,28,1.2482457160949707,-1.0,DQN,0.01,0.9
5,65,-11.300000190734863,40,0.1800939440727234,-1.0,DQN,0.01,0.9
5,66,-1.4999995231628418,24,0.16909967362880707,-1.0,DQN,0.01,0.9
5,67,4.59999942779541,31,2.619865894317627,-1.0,DQN,0.01,0.9
5,68,9.549999237060547,10,1.275620460510254,-1.0,DQN,0.01,0.9
5,69,7.699999809265137,8,0.7115434408187866,-1.0,DQN,0.01,0.9
5,70,4.75,16,1.290587306022644,-1.0,DQN,0.01,0.9
5,71,-11.449999809265137,40,1.364922046661377,-1.0,DQN,0.01,0.9
5,72,4.449999809265137,16,0.7211628556251526,-1.0,DQN,0.01,0.9
5,73,9.25,16,1.1659258604049683,-1.0,DQN,0.01,0.9
5,74,4.250000476837158,20,1.3650697469711304,-1.0,DQN,0.01,0.9
5,75,8.15000057220459,17,0.0934816375374794,-1.0,DQN,0.01,0.9
5,76,-5.899999618530273,40,0.810806155204773,-1.0,DQN,0.01,0.9
5,77,-5.600000381469727,40,0.6597210168838501,-1.0,DQN,0.01,0.9
5,78,9.549999237060547,10,3.37182879447937,-1.0,DQN,0.01,0.9
5,79,-13.40000057220459,40,0.7421255111694336,-1.0,DQN,0.01,0.9
5,80,-10.100000381469727,40,0.6932612061500549,-1.0,DQN,0.01,0.9
5,81,4.25,17,2.27003812789917,-1.0,DQN,0.01,0.9
5,82,3.5,14,1.8722636699676514,-1.0,DQN,0.01,0.9
5,83,-6.800000190734863,40,1.7945212125778198,-1.0,DQN,0.01,0.9
5,84,-6.949999809265137,40,1.1027302742004395,-1.0,DQN,0.01,0.9
5,85,-7.550000190734863,40,2.8548474311828613,-1.0,DQN,0.01,0.9
5,86,7.249999523162842,23,2.076707601547241,-1.0,DQN,0.01,0.9
5,87,3.8999991416931152,36,0.2001788467168808,-1.0,DQN,0.01,0.9
5,88,9.449999809265137,9,0.1937561184167862,-1.0,DQN,0.01,0.9
5,89,-6.949999809265137,40,0.6272765398025513,-1.0,DQN,0.01,0.9
5,90,-7.100000381469727,40,1.6305484771728516,-1.0,DQN,0.01,0.9
5,91,-6.350000381469727,40,0.2755032777786255,-1.0,DQN,0.01,0.9
5,92,-7.099999904632568,40,1.1560046672821045,-1.0,DQN,0.01,0.9
5,93,-8.449999809265137,40,1.2571139335632324,-1.0,DQN,0.01,0.9
5,94,-8.0,40,1.1848315000534058,-1.0,DQN,0.01,0.9
5,95,-7.25,40,0.2058575451374054,-1.0,DQN,0.01,0.9
5,96,-7.399999618530273,40,2.1263680458068848,-1.0,DQN,0.01,0.9
