seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
7,1,-4.25,40,-0.42415162920951843,-1.0,REINFORCE,0.001,0.99
7,2,-5.0,40,-0.44712120294570923,-1.0,REINFORCE,0.001,0.99
7,3,-6.349999904632568,40,-0.44558706879615784,-1.0,REINFORCE,0.001,0.99
7,4,-4.849999904632568,40,-0.4466716945171356,-1.0,REINFORCE,0.001,0.99
7,5,-4.25,40,-0.44691094756126404,-1.0,REINFORCE,0.001,0.99
7,6,-5.600000381469727,40,-0.44201260805130005,-1.0,REINFORCE,0.001,0.99
7,7,-4.550000190734863,40,-0.4421232342720032,-1.0,REINFORCE,0.001,0.99
7,8,-5.149999618530273,40,-0.4514830708503723,-1.0,REINFORCE,0.001,0.99
7,9,-4.550000190734863,40,-0.43529564142227173,-1.0,REINFORCE,0.001,0.99
7,10,-4.849999904632568,40,-0.451651006937027,-1.0,REINFORCE,0.001,0.99
7,11,-4.25,40,-0.4048231542110443,-1.0,REINFORCE,0.001,0.99
7,12,-3.950000047683716,40,-0.4542873799800873,-1.0,REINFORCE,0.001,0.99
7,13,-5.449999809265137,40,-0.4393511712551117,-1.0,REINFORCE,0.001,0.99
7,14,-4.25,40,-0.48803091049194336,-1.0,REINFORCE,0.001,0.99
7,15,-4.850000381469727,40,-0.4154207408428192,-1.0,REINFORCE,0.001,0.99
7,16,-5.300000190734863,40,-0.44620829820632935,-1.0,REINFORCE,0.001,0.99
7,17,-4.550000190734863,40,-0.4327550530433655,-1.0,REINFORCE,0.001,0.99
7,18,-4.850000381469727,40,-0.48864641785621643,-1.0,REINFORCE,0.001,0.99
7,19,-5.300000190734863,40,-0.40701618790626526,-1.0,REINFORCE,0.001,0.99
7,20,-5.449999809265137,40,-0.47429847717285156,-1.0,REINFORCE,0.001,0.99
7,21,-4.699999809265137,40,-0.40191832184791565,-1.0,REINFORCE,0.001,0.99
7,22,-4.399999618530273,40,-0.48788633942604065,-1.0,REINFORCE,0.001,0.99
7,23,-4.550000190734863,40,-0.4558138847351074,-1.0,REINFORCE,0.001,0.99
7,24,-5.299999713897705,40,-0.43249931931495667,-1.0,REINFORCE,0.001,0.99
7,25,-5.599999904632568,40,-0.35165056586265564,-1.0,REINFORCE,0.001,0.99
7,26,-5.150000095367432,40,-0.3400425910949707,-1.0,REINFORCE,0.001,0.99
7,27,-4.099999904632568,40,-0.48083701729774475,-1.0,REINFORCE,0.001,0.99
7,28,3.4000000953674316,40,0.5381118655204773,-1.0,REINFORCE,0.001,0.99
7,29,-5.0,40,-0.4363776743412018,-1.0,REINFORCE,0.001,0.99
7,30,-4.849999904632568,40,-0.3981446921825409,-1.0,REINFORCE,0.001,0.99
7,31,-5.0,40,-0.3480939567089081,-1.0,REINFORCE,0.001,0.99
7,32,-4.25,40,-0.3745318353176117,-1.0,REINFORCE,0.001,0.99
7,33,-5.0,40,-0.46590128540992737,-1.0,REINFORCE,0.001,0.99
7,34,-5.449999809265137,40,-0.4445056915283203,-1.0,REINFORCE,0.001,0.99
7,35,-5.149999618530273,40,-0.4179348945617676,-1.0,REINFORCE,0.001,0.99
7,36,-4.699999809265137,40,-0.38070082664489746,-1.0,REINFORCE,0.001,0.99
7,37,-5.0,40,-0.47412094473838806,-1.0,REINFORCE,0.001,0.99
7,38,-5.0,40,-0.3614818751811981,-1.0,REINFORCE,0.001,0.99
7,39,-5.0,40,-0.4290442168712616,-1.0,REINFORCE,0.001,0.99
7,40,-4.699999809265137,40,-0.368022084236145,-1.0,REINFORCE,0.001,0.99
7,41,-11.0,40,-0.4330393970012665,-1.0,REINFORCE,0.001,0.99
7,42,-5.449999809265137,40,-0.4065242409706116,-1.0,REINFORCE,0.001,0.99
7,43,-4.399999618530273,40,-0.45721960067749023,-1.0,REINFORCE,0.001,0.99
7,44,-3.9499998092651367,40,-0.5357086062431335,-1.0,REINFORCE,0.001,0.99
7,45,-8.899999618530273,40,-0.546906590461731,-1.0,REINFORCE,0.001,0.99
7,46,-5.299999713897705,40,-0.36654266715049744,-1.0,REINFORCE,0.001,0.99
7,47,-5.449999809265137,40,-0.4867037832736969,-1.0,REINFORCE,0.001,0.99
7,48,-4.699999809265137,40,-0.40033194422721863,-1.0,REINFORCE,0.001,0.99
7,49,-5.450000286102295,40,-0.345418781042099,-1.0,REINFORCE,0.001,0.99
7,50,-5.75,40,-0.4068477153778076,-1.0,REINFORCE,0.001,0.99
7,51,-4.849999904632568,40,-0.3711906373500824,-1.0,REINFORCE,0.001,0.99
7,52,-5.300000190734863,40,-0.4484153687953949,-1.0,REINFORCE,0.001,0.99
7,53,-5.0,40,-0.4415445327758789,-1.0,REINFORCE,0.001,0.99
7,54,-4.850000381469727,40,-0.4100501239299774,-1.0,REINFORCE,0.001,0.99
7,55,-5.0,40,-0.4590027928352356,-1.0,REINFORCE,0.001,0.99
7,56,-5.150000095367432,40,-0.4870544373989105,-1.0,REINFORCE,0.001,0.99
7,57,-4.400000095367432,40,-0.4792023301124573,-1.0,REINFORCE,0.001,0.99
7,58,-5.75,40,-0.4407446086406708,-1.0,REINFORCE,0.001,0.99
7,59,-5.300000190734863,40,-0.5103449821472168,-1.0,REINFORCE,0.001,0.99
7,60,-5.0,40,-0.4104621410369873,-1.0,REINFORCE,0.001,0.99
7,61,-5.300000190734863,40,-0.4383260905742645,-1.0,REINFORCE,0.001,0.99
7,62,5.199999809265137,25,1.3113486766815186,-1.0,REINFORCE,0.001,0.99
7,63,-4.550000190734863,40,-0.4712159335613251,-1.0,REINFORCE,0.001,0.99
7,64,-7.099999904632568,40,-0.4429577887058258,-1.0,REINFORCE,0.001,0.99
7,65,-7.699999809265137,40,-0.5893640518188477,-1.0,REINFORCE,0.001,0.99
7,66,-4.699999809265137,40,-0.4414462149143219,-1.0,REINFORCE,0.001,0.99
7,67,-5.75,40,-0.4089306890964508,-1.0,REINFORCE,0.001,0.99
7,68,-4.550000190734863,40,-0.34000369906425476,-1.0,REINFORCE,0.001,0.99
7,69,-4.550000190734863,40,-0.3753640651702881,-1.0,REINFORCE,0.001,0.99
7,70,-5.0,40,-0.4160926938056946,-1.0,REINFORCE,0.001,0.99
7,71,-5.899999618530273,40,-0.47933822870254517,-1.0,REINFORCE,0.001,0.99
7,72,-4.849999904632568,40,-0.34868642687797546,-1.0,REINFORCE,0.001,0.99
7,73,-8.59999942779541,40,-0.4024086892604828,-1.0,REINFORCE,0.001,0.99
7,74,-4.699999809265137,40,-0.37074407935142517,-1.0,REINFORCE,0.001,0.99
7,75,-4.550000190734863,40,-0.3845577836036682,-1.0,REINFORCE,0.001,0.99
7,76,-4.550000190734863,40,-0.4813549220561981,-1.0,REINFORCE,0.001,0.99
7,77,-5.300000190734863,40,-0.4214748442173004,-1.0,REINFORCE,0.001,0.99
7,78,-5.0,40,-0.4678216576576233,-1.0,REINFORCE,0.001,0.99
